,example_compound_name,InChIKey,InChIKey_simp,organism_name,accepted_name,accepted_name_w_author,accepted_species,accepted_family,refDOI,sanitised_dois
251477,"[(2R,3S,4R,5R)-3,4-dihydroxy-5-[6-[(4-hydroxy-3-methylbut-2-enyl)amino]purin-9-yl]oxolan-2-yl]methyl dihydrogen phosphate",IRILMCCKFANGJQ-SDBHATRESA-N,IRILMCCKFANGJQ,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1104/PP.79.1.296,10.1104_PP.79.1.296
245362,secoisolariciresinol,PUETUDUXMCLALY-HOTGVXAUSA-N,PUETUDUXMCLALY,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1079/BJN20051371,10.1079_BJN20051371
245333,matairesinol,MATGKVZWFZHCLI-LSDHHAIUSA-N,MATGKVZWFZHCLI,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1079/BJN20051371,10.1079_BJN20051371
252301,"2-(hydroxymethyl)-6-[2-methyl-4-(7H-purin-6-ylamino)but-2-enoxy]oxane-3,4,5-triol",UUPDCCPAOMDMPT-UHFFFAOYSA-N,UUPDCCPAOMDMPT,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1104/PP.79.1.296,10.1104_PP.79.1.296
248369,Dihydrozeatin riboside,DBVVQDGIJAUEAZ-UHFFFAOYSA-N,DBVVQDGIJAUEAZ,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1104/PP.79.1.296,10.1104_PP.79.1.296
248051,zeatin riboside,GOSWTRUMMSCNCW-HNNGNKQASA-N,GOSWTRUMMSCNCW,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1104/PP.79.1.296,10.1104_PP.79.1.296
250089,GA44;Gibberellin 44,KSBJAONOPKRVRR-UHFFFAOYSA-N,KSBJAONOPKRVRR,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1104/PP.82.1.298,10.1104_PP.82.1.298
250130,"[(2R,3R,4R,5S)-3,4-dihydroxy-5-[6-[[(3S)-4-hydroxy-3-methylbutyl]amino]purin-9-yl]oxolan-2-yl]methyl dihydrogen phosphate",PHZVBJISZSHIRV-PXDPMPQASA-N,PHZVBJISZSHIRV,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1104/PP.79.1.296,10.1104_PP.79.1.296
250138,"2-[4-[[9-[3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-6-yl]amino]-2-methylbutoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",OLCHLONPNZLUBP-UHFFFAOYSA-N,OLCHLONPNZLUBP,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1104/PP.79.1.296,10.1104_PP.79.1.296
248398,theanine,DATAGRPVKZEWHA-YFKPBYRVSA-N,DATAGRPVKZEWHA,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1186/S12263-018-0607-5,10.1186_S12263-018-0607-5
251441,"5-Hydroxy-11-methyl-6-methylidene-17-oxo-13,16-dioxahexacyclo[9.4.2.15,8.01,10.02,8.012,14]octadecane-9-carboxylic acid",XNBWKKYPKJHUKD-UHFFFAOYSA-N,XNBWKKYPKJHUKD,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1104/PP.82.1.298,10.1104_PP.82.1.298
248284,lariciresinol,MHXCIKYXNYCMHY-AUSJPIAWSA-N,MHXCIKYXNYCMHY,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1079/BJN20051371,10.1079_BJN20051371
249648,inositol,CDAISMWEOUEBRE-UHFFFAOYSA-N,CDAISMWEOUEBRE,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1042/BJ0860064,10.1042_BJ0860064
376478,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,4,5-triol",ILRCGYURZSFMEG-RGDJUOJXSA-N,ILRCGYURZSFMEG,Phillyrea latifolia,Phillyrea latifolia,Phillyrea latifolia L.,Phillyrea latifolia,Oleaceae,10.1515/ZNC-2001-5-606,10.1515_ZNC-2001-5-606
376405,"methyl (4S,5E,6R)-5-ethylidene-4-[2-[2-(4-hydroxyphenyl)ethoxy]-2-oxoethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",GMQXOLRKJQWPNB-OETWDZMNSA-N,GMQXOLRKJQWPNB,Phillyrea latifolia,Phillyrea latifolia,Phillyrea latifolia L.,Phillyrea latifolia,Oleaceae,10.1515/ZNC-2001-5-606,10.1515_ZNC-2001-5-606
377205,ursolic acid,WCGUUGGRBIKTOS-GPOJBZKASA-N,WCGUUGGRBIKTOS,Phillyrea latifolia,Phillyrea latifolia,Phillyrea latifolia L.,Phillyrea latifolia,Oleaceae,10.1515/ZNC-2001-5-606,10.1515_ZNC-2001-5-606
376316,salidroside,ILRCGYURZSFMEG-RKQHYHRCSA-N,ILRCGYURZSFMEG,Phillyrea latifolia,Phillyrea latifolia,Phillyrea latifolia L.,Phillyrea latifolia,Oleaceae,10.1515/ZNC-2001-5-606,10.1515_ZNC-2001-5-606
376856,Forsythin,KFFCKOBAHMGTMW-LGQRSHAYSA-N,KFFCKOBAHMGTMW,Phillyrea latifolia,Phillyrea latifolia,Phillyrea latifolia L.,Phillyrea latifolia,Oleaceae,10.1515/ZNC-2001-5-606,10.1515_ZNC-2001-5-606
377130,oleanolic acid,MIJYXULNPSFWEK-GTOFXWBISA-N,MIJYXULNPSFWEK,Phillyrea latifolia,Phillyrea latifolia,Phillyrea latifolia L.,Phillyrea latifolia,Oleaceae,10.1515/ZNC-2001-5-606,10.1515_ZNC-2001-5-606
376841,coniferin,SFLMUHDGSQZDOW-FAOXUISGSA-N,SFLMUHDGSQZDOW,Phillyrea latifolia,Phillyrea latifolia,Phillyrea latifolia L.,Phillyrea latifolia,Oleaceae,10.1515/ZNC-2001-5-606,10.1515_ZNC-2001-5-606
376825,ligstroside,GMQXOLRKJQWPNB-MVVLSVRYSA-N,GMQXOLRKJQWPNB,Phillyrea latifolia,Phillyrea latifolia,Phillyrea latifolia L.,Phillyrea latifolia,Oleaceae,10.1515/ZNC-2001-5-606,10.1515_ZNC-2001-5-606
376346,"(2S,3S,4S,5R,6R)-2-[4-[(3S,3aR,6S,6aR)-3-(3,4-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",KFFCKOBAHMGTMW-REXVRNFISA-N,KFFCKOBAHMGTMW,Phillyrea latifolia,Phillyrea latifolia,Phillyrea latifolia L.,Phillyrea latifolia,Oleaceae,10.1515/ZNC-2001-5-606,10.1515_ZNC-2001-5-606
376218,eleutheroside B,QJVXKWHHAMZTBY-GCPOEHJPSA-N,QJVXKWHHAMZTBY,Phillyrea latifolia,Phillyrea latifolia,Phillyrea latifolia L.,Phillyrea latifolia,Oleaceae,10.1515/ZNC-2001-5-606,10.1515_ZNC-2001-5-606
1625,"17-(5-ethyl-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",KZJWDPNRJALLNS-UHFFFAOYSA-N,KZJWDPNRJALLNS,Phlogacanthus curviflorus,Phlogacanthus curviflorus,Phlogacanthus curviflorus (Nees) Nees,Phlogacanthus curviflorus,Acanthaceae,10.1021/NP0497999,10.1021_NP0497999
1169,Phlogacantholide B,YTFCPUQQLYHDRF-UHFFFAOYSA-N,YTFCPUQQLYHDRF,Phlogacanthus curviflorus,Phlogacanthus curviflorus,Phlogacanthus curviflorus (Nees) Nees,Phlogacanthus curviflorus,Acanthaceae,10.1021/NP0497999,10.1021_NP0497999
1008,"7-hydroxy-4,8,11b-trimethyl-4-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-2,3,4a,5,6,7,10a,11-octahydro-1H-naphtho[2,1-f][1]benzofuran-9-one",USHSVQJEZJGRFF-UHFFFAOYSA-N,USHSVQJEZJGRFF,Phlogacanthus curviflorus,Phlogacanthus curviflorus,Phlogacanthus curviflorus (Nees) Nees,Phlogacanthus curviflorus,Acanthaceae,10.1021/NP0497999,10.1021_NP0497999
876,"4,8,11b-Trimethyl-4-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-1,2,3,4a,5,6,10a,11-octahydronaphtho[2,1-f][1]benzofuran-7,9-dione",GVSBVIDYKKDTET-UHFFFAOYSA-N,GVSBVIDYKKDTET,Phlogacanthus curviflorus,Phlogacanthus curviflorus,Phlogacanthus curviflorus (Nees) Nees,Phlogacanthus curviflorus,Acanthaceae,10.1021/NP0497999,10.1021_NP0497999
609,lupeol,MQYXUWHLBZFQQO-UHFFFAOYSA-N,MQYXUWHLBZFQQO,Phlogacanthus curviflorus,Phlogacanthus curviflorus,Phlogacanthus curviflorus (Nees) Nees,Phlogacanthus curviflorus,Acanthaceae,10.1021/NP0497999,10.1021_NP0497999
647,beta-Sitosterol 3-O-beta-D-galactopyranoside,NPJICTMALKLTFW-UHFFFAOYSA-N,NPJICTMALKLTFW,Phlogacanthus curviflorus,Phlogacanthus curviflorus,Phlogacanthus curviflorus (Nees) Nees,Phlogacanthus curviflorus,Acanthaceae,10.1021/NP0497999,10.1021_NP0497999
689,"Lup-20(29)-ene-3beta,28-diol",FVWJYYTZTCVBKE-UHFFFAOYSA-N,FVWJYYTZTCVBKE,Phlogacanthus curviflorus,Phlogacanthus curviflorus,Phlogacanthus curviflorus (Nees) Nees,Phlogacanthus curviflorus,Acanthaceae,10.1021/NP0497999,10.1021_NP0497999
288286,Ipolamiide,RWMXKBUPLSNIJL-BHBNKKJBSA-N,RWMXKBUPLSNIJL,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288063,6''-O-beta-D-Glucopyranosylmartynoside,FXFHFOSEURHWMO-HHTZHRADSA-N,FXFHFOSEURHWMO,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288490,Chrysoeriol 7-O-glucoside,GAMYVSCDDLXAQW-MIUGBVLSSA-N,GAMYVSCDDLXAQW,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288400,isoacteoside,FNMHEHXNBNCPCI-QEOJJFGVSA-N,FNMHEHXNBNCPCI,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288438,verbascoside,FBSKJMQYURKNSU-ZLSOWSIRSA-N,FBSKJMQYURKNSU,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288447,echinacoside,FSBUXLDOLNLABB-ISAKITKMSA-N,FSBUXLDOLNLABB,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288367,methyl chlorogenate,MZNIJRAPCCELQX-AWOKGZDASA-N,MZNIJRAPCCELQX,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288492,(E)-chlorogenic acid,CWVRJTMFETXNAD-JUHZACGLSA-N,CWVRJTMFETXNAD,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288252,5-caffeoylshikimic acid,QMPHZIPNNJOWQI-GDDAOPKQSA-N,QMPHZIPNNJOWQI,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
289991,4-Acetylphenyl 6-O-D-apio-beta-D-furanosyl-beta-D-glucopyranoside,YESNEZCTDYCURG-OTCFHACESA-N,YESNEZCTDYCURG,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288515,forsythoside B,JMBINOWGIHWPJI-UNSOMVRXSA-N,JMBINOWGIHWPJI,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288140,"methyl (1R,3S,7R,7aR)-7-hydroxy-3-methoxy-7-methyl-1-[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]oxan-2-yl]oxy-3,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-4-carboxylate",WDVZASUHGJGVQO-XVHOMBRNSA-N,WDVZASUHGJGVQO,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288185,Q105282798,VAKFQUUZNDZEHP-NDZSRFFBSA-N,VAKFQUUZNDZEHP,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288235,luteoloside,PEFNSGRTCBGNAN-QNDFHXLGSA-N,PEFNSGRTCBGNAN,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
288537,liriodendrin,FFDULTAFAQRACT-XKBSQSBASA-N,FFDULTAFAQRACT,Phlomis brunneogaleata,Phlomis brunneogaleata,Phlomis brunneogaleata Hub.-Mor.,Phlomis brunneogaleata,Lamiaceae,10.1055/S-2004-827200,10.1055_S-2004-827200
305541,(+)-pinoresinol,HGXBRUKMWQGOIE-AFHBHXEDSA-N,HGXBRUKMWQGOIE,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
304656,Calceolarioside A,UHIGZYLCYRQESL-VJWFJHQPSA-N,UHIGZYLCYRQESL,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
305378,Shanzhiside,YSIFYNVXJOGADM-KDYWOABDSA-N,YSIFYNVXJOGADM,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
305496,verbascoside,FBSKJMQYURKNSU-ZLSOWSIRSA-N,FBSKJMQYURKNSU,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
305709,Martynoside,WLWAYPFRKDSFCL-CNMJWYMJSA-N,WLWAYPFRKDSFCL,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
304788,Notohamosin C,ARRYLZNYKWDSNF-SXJOBYLQSA-N,ARRYLZNYKWDSNF,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
304812,"(1S,3S,6R,7S,9R,10S,12R,15R,16R,18S,20R,21S)-11,11-bis(hydroxymethyl)-20-methoxy-7,15,16,21-tetramethyl-19-oxahexacyclo[19.2.1.01,18.03,16.06,15.07,12]tetracos-4-ene-9,10-diol",FDDBJIJIYCDAKQ-XNNMAGMHSA-N,FDDBJIJIYCDAKQ,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
305184,sitogluside,NPJICTMALKLTFW-OFUAXYCQSA-N,NPJICTMALKLTFW,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
305493,syringic acid,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,JMSVCTWVEWCHDZ,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
304909,Notohamosin A,OABMPYBOOZBXPR-IFAXQHMYSA-N,OABMPYBOOZBXPR,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
305019,"(1S,4aR,5R,7S,7aR)-5,7-dihydroxy-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylic acid",PVPIPGMAEAJMTH-PFJCPZPZSA-N,PVPIPGMAEAJMTH,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
305167,Notohamosin B,WALCWEJDMSYABA-KTRFSCICSA-N,WALCWEJDMSYABA,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
305188,beta-sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,KZJWDPNRJALLNS,Phlomoides hamosa,Phlomoides hamosa,Phlomoides hamosa (Benth.) Mathiesen,Phlomoides hamosa,Lamiaceae,10.1016/J.TET.2003.08.029,10.1016_J.TET.2003.08.029
59045,"Pelargonidin 3,5-di-O-glucoside",SLCKJKWFULXZBD-UHFFFAOYSA-O,SLCKJKWFULXZBD,Phoenix dactylifera,Phoenix dactylifera,Phoenix dactylifera L.,Phoenix dactylifera,Arecaceae,10.3177/JNSV.58.272,10.3177_JNSV.58.272
40754,(+/-)-eriodictyol,SBHXYTNGIZCORC-UHFFFAOYSA-N,SBHXYTNGIZCORC,Phyllanthus,Phyllanthus,Phyllanthus L.,,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
40760,Aromadedrin,PADQINQHPQKXNL-UHFFFAOYSA-N,PADQINQHPQKXNL,Phyllanthus,Phyllanthus,Phyllanthus L.,,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
40723,"5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl 3,4,5-trihydroxybenzoate",WMBWREPUVVBILR-UHFFFAOYSA-N,WMBWREPUVVBILR,Phyllanthus,Phyllanthus,Phyllanthus L.,,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
40733,"2-[3-Oxo-2-[5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypent-2-enyl]cyclopentyl]acetic acid",JFDNMLUPLXZXGV-UHFFFAOYSA-N,JFDNMLUPLXZXGV,Phyllanthus,Phyllanthus,Phyllanthus L.,,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
40744,"2-(3,4,5-trihydroxybenzoyloxy)butanedioic acid",NSOJLVUORKKGRI-UHFFFAOYSA-N,NSOJLVUORKKGRI,Phyllanthus,Phyllanthus,Phyllanthus L.,,Phyllanthaceae,10.1248/CPB.49.537,10.1248_CPB.49.537
40746,"1,2,3,6-Tetragalloyl-beta-D-glucopyranose",RATQVALKDAUZBW-UHFFFAOYSA-N,RATQVALKDAUZBW,Phyllanthus,Phyllanthus,Phyllanthus L.,,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
40759,(+/-)-naringenin,FTVWIRXFELQLPI-UHFFFAOYSA-N,FTVWIRXFELQLPI,Phyllanthus,Phyllanthus,Phyllanthus L.,,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
394556,phyllanthin,KFLQGJQSLUYUBF-WOJBJXKFSA-N,KFLQGJQSLUYUBF,Phyllanthus amarus,Phyllanthus amarus,Phyllanthus amarus Schumach. & Thonn.,Phyllanthus amarus,Phyllanthaceae,10.1016/J.JPBA.2016.06.003,10.1016_J.JPBA.2016.06.003
394240,CID 358902,LBJCUHLNHSKZBW-DSSITSQDSA-N,LBJCUHLNHSKZBW,Phyllanthus amarus,Phyllanthus amarus,Phyllanthus amarus Schumach. & Thonn.,Phyllanthus amarus,Phyllanthaceae,10.1016/J.JPBA.2016.06.003,10.1016_J.JPBA.2016.06.003
393626,2-O-Galloyl-D-galacto-hexaric acid 1-methyl ester,XDMSDABSDRMKOO-VPOLOUISSA-N,XDMSDABSDRMKOO,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.49.537,10.1248_CPB.49.537
393625,Mucic acid dimethyl ester,WIUSDQLMESEGMW-UHFFFAOYSA-N,WIUSDQLMESEGMW,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.49.537,10.1248_CPB.49.537
393895,pentagalloylglucose,QJYNZEYHSMRWBK-NIKIMHBISA-N,QJYNZEYHSMRWBK,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393134,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",OVSQVDMCBVZWGM-LVWULRLVSA-N,OVSQVDMCBVZWGM,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393155,2-(2-methylbutanoyl)phloroglucinol,ASABIRFQGVWRDC-UHFFFAOYSA-N,ASABIRFQGVWRDC,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393574,"3,4,8,9,10-pentahydroxybenzo[c]chromen-6-one",ZELMDXUEWHBWPN-UHFFFAOYSA-N,ZELMDXUEWHBWPN,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393572,"1,2,4,6-Tetragalloylglucose",YXZYFHXWEOAXLF-UGAZNADUSA-N,YXZYFHXWEOAXLF,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393568,"[(2R,3S,4S,5S,6S)-6-[[(2S)-2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-2,3-dihydrochromen-7-yl]oxy]-3,4,5-trihydroxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate",SHPCBRSOJXQRDY-GNQNJWHTSA-N,SHPCBRSOJXQRDY,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393150,eriodictyol-7-O-glucoside,RAFHNDRXYHOLSH-SFTVRKLSSA-N,RAFHNDRXYHOLSH,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393598,"2-[(1R,2R)-3-oxo-2-[(Z)-5-[(2R,3R,4S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypent-2-enyl]cyclopentyl]acetic acid",JFDNMLUPLXZXGV-MROOQMINSA-N,JFDNMLUPLXZXGV,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393148,Myricitrin,DCYOADKBABEMIQ-OWMUPTOHSA-N,DCYOADKBABEMIQ,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393149,Tuberonic acid glucoside,JFDNMLUPLXZXGV-RKAGECJXSA-N,JFDNMLUPLXZXGV,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393666,naringenin 7-O-beta-D-glucoside,DLIKSSGEMUFQOK-SFTVRKLSSA-N,DLIKSSGEMUFQOK,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393758,rutin,IKGXIBQEEMLURG-NVPNHPEKSA-N,IKGXIBQEEMLURG,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393137,(+)-gallocatechin,XMOCLSLCDHWDHP-SWLSCSKDSA-N,XMOCLSLCDHWDHP,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
393767,epigallocatechin gallate,WMBWREPUVVBILR-WIYYLYMNSA-N,WMBWREPUVVBILR,Phyllanthus emblica,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthus emblica,Phyllanthaceae,10.1248/CPB.50.841,10.1248_CPB.50.841
